rank,en,pos,zh,definition,tracks,priority,issue_codes,defect_count,risk_count,heuristic_count,content_token_count,outside_vocab_ratio,advanced_token_ratio,harder_than_headword_ratio,outside_tokens,advanced_tokens
6349,sore,adj.,悲伤的、痛的、引起痛苦的,an open skin infection,cet4+cet6+postgrad,P2,pos_definition_conflict,0,1,0,3,0.000,0.000,0.000,,
6356,erect,adj.,直立的、竖立的、笔直的,upright in position or posture,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.333,,posture|upright
6395,cement,n.,水泥、胶结剂,concrete pavement is sometimes referred to as cement,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.000,0.600,0.200,,cement|concrete|pavement
6430,resent,v.,愤恨、憎恶、怨恨,feel bitter or indignant about,cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.333,,bitter|indignant
6435,petty,adj.,琐碎的、小规模的、小气的,contemptibly narrow in outlook,cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,contemptibly,contemptibly|outlook
6448,marathon,n.,马拉松、耐力的考验,any long and arduous undertaking,cet6,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,arduous,arduous|undertaking
6458,spur,n.,马刺、刺激物、鼓舞,any sharply pointed projection,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,projection,projection|sharply
6459,trench,n.,渠、沟渠、战壕,a ditch dug as a fortification having a parapet of the excavated earth,cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,6,0.667,0.833,0.833,dug|excavated|fortification|parapet,ditch|dug|excavated|fortification|parapet
6490,turtle,n.,海龟,any of various aquatic and land reptiles having a bony shell and flipper-like limbs for swimming,cet6,P3,definition_too_advanced,0,0,1,10,0.400,0.600,0.500,aquatic|bony|flipper|swimming,aquatic|bony|flipper|limbs|reptiles|swimming
6499,clergy,n.,牧师、僧侣、神职人员,"in Christianity, clergymen collectively (as distinguished from the laity)",postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,5,0.800,1.000,0.800,christianity|clergymen|collectively|laity,christianity|clergymen|collectively|distinguished|laity
6512,mathematical,adj.,数学的、精确的,of or pertaining to or of the nature of mathematics,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,pertaining,mathematics|pertaining
6537,fox,n.,狐狸、狡猾的人,alert carnivorous mammal with pointed muzzle and ears and a bushy tail,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,8,0.375,0.625,0.375,bushy|carnivorous|muzzle,alert|bushy|carnivorous|mammal|muzzle
6540,pavement,n.,路面、人行道、铺面路,the paved surface of a thoroughfare,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.667,thoroughfare,paved|thoroughfare
6578,slender,adj.,苗条的、纤弱的、微少的,being of delicate or slender build,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,delicate|slender
6591,inn,n.,旅馆、客栈,a hotel providing overnight lodging for travelers,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.200,0.600,0.400,travelers,lodging|overnight|travelers
6592,perfume,n.,香水、香气、(悦人的)气氛,a toiletry that emits and diffuses a fragrant odor,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.200,1.000,0.600,toiletry,diffuses|emits|fragrant|odor|toiletry
6596,flock,n.,兽群、鸟群、一群人,a church congregation guided by a pastor,cet4+cet6+postgrad,P3,high_outside_vocab_ratio,0,0,1,4,0.500,0.500,0.500,congregation|pastor,congregation|pastor
6632,undo,v.,解开、取消、破坏,"cancel, annul, or reverse an action or its effect",cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.200,0.600,0.200,annul,annul|cancel|reverse
6635,intimidate,v.,威胁、恐吓,make timid or fearful,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.333,,fearful|timid
6638,plague,n.,瘟疫、天罚、麻烦,a serious (sometimes fatal) infection of rodents caused by Yersinia pestis and accidentally transmitted to humans by the bite of a flea that has,cet6+postgrad,P3,definition_too_advanced,0,0,1,13,0.385,0.615,0.385,accidentally|flea|pestis|rodents|yersinia,accidentally|bite|fatal|flea|pestis|rodents|transmitted|yersinia
6718,rude,adj.,粗鲁无礼的、粗陋的、粗暴的,socially incorrect in behavior,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.667,socially,incorrect|socially
6724,landlord,n.,房东、地主,a landowner who leases to others,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,landowner,landowner|leases
6732,amusement,n.,兴味、娱乐、消遣,a feeling of delight at being entertained,cet6,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,delight|entertained
6761,weary,adj.,疲倦的、萎靡的、厌倦的,physically and mentally fatigued,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,1.000,0.333,mentally,fatigued|mentally|physically
6775,paradox,n.,似非而是的论点、自相矛盾的话、悖论,(logic) a statement that contradicts itself,cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.333,,contradicts|logic
6798,solitary,n.,独居者,confinement of a prisoner in isolation from other prisoners,cet6+postgrad,P3,high_outside_vocab_ratio,0,0,1,4,0.500,0.500,0.500,confinement|isolation,confinement|isolation
6807,prohibition,n.,禁令、禁止,a law forbidding the sale of alcoholic beverages,cet6,P3,definition_too_advanced,0,0,1,5,0.200,0.600,0.400,alcoholic,alcoholic|beverages|forbidding
6813,dislike,n.,嫌恶,a feeling of aversion or antipathy,cet4+cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,antipathy|aversion,antipathy|aversion
6816,paradise,n.,天堂、乐园、伊甸园,(Christianity) the abode of righteous souls after death,cet4+cet6,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,5,0.600,0.600,0.600,abode|christianity|righteous,abode|christianity|righteous
6819,granite,n.,花岗岩,plutonic igneous rock having visibly crystalline texture,cet6,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,6,0.667,0.833,0.667,crystalline|igneous|plutonic|visibly,crystalline|igneous|plutonic|texture|visibly
6831,beverage,n.,饮料,any liquid suitable for drinking,postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,liquid|suitable
6842,pest,n.,令人讨厌之物、有害之物、害虫,a persistently annoying person,cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,annoying|persistently,annoying|persistently
6843,lodge,n.,小屋、门房、支部,English physicist who studied electromagnetic radiation and was a pioneer of radiotelegraphy (1851-1940),cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,7,0.429,0.714,0.429,electromagnetic|pioneer|radiotelegraphy,electromagnetic|physicist|pioneer|radiation|radiotelegraphy
6846,prairie,n.,大草原、草甸,a treeless grassy plain,cet6,P3,definition_too_advanced,0,0,1,3,0.333,1.000,0.667,treeless,grassy|plain|treeless
6881,submarine,n.,潜水艇、海底生物,a submersible warship usually armed with torpedoes,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.400,0.600,0.600,submersible|warship,submersible|torpedoes|warship
6889,clown,n.,小丑、乡下人,a rude or vulgar fool,cet6,P3,definition_too_advanced,0,0,1,3,0.000,1.000,0.333,,fool|rude|vulgar
6904,squirrel,n.,松鼠、松鼠毛皮,a kind of arboreal rodent having a long bushy tail,cet4+cet6+postgrad,P3,high_outside_vocab_ratio,0,0,1,6,0.500,0.500,0.500,arboreal|bushy|rodent,arboreal|bushy|rodent
6906,destine,v.,注定、预定,decree or designate beforehand,cet6,P3,definition_too_advanced,0,0,1,3,0.000,1.000,0.667,,beforehand|decree|designate
6934,claw,n.,爪、螯、抓伤,sharp curved horny process on the toe of a bird or some mammals or reptiles,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,8,0.125,0.625,0.250,horny,curved|horny|mammals|reptiles|toe
6937,mercury,n.,水银、汞、使者,a heavy silvery toxic univalent and bivalent metallic element,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,7,0.429,0.714,0.571,bivalent|silvery|univalent,bivalent|metallic|silvery|toxic|univalent
7008,staple,n.,主要产物、常用品、主要要素,"a natural fiber (raw cotton, wool, hemp, flax) that can be twisted to form yarn",postgrad,P3,definition_too_advanced,0,0,1,10,0.300,0.600,0.300,flax|hemp|yarn,cotton|flax|hemp|twisted|wool|yarn
7058,gratitude,n.,感激之情,a feeling of thankfulness and appreciation,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,thankfulness,appreciation|thankfulness
7060,emperor,n.,皇帝、君主,the male ruler of an empire,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,empire|ruler
7063,triple,adj.,三倍的,a base hit at which the batter stops safely at third base,cet6+postgrad,P2,pos_definition_conflict,0,1,0,7,0.143,0.286,0.143,batter,batter|safely
7085,communism,n.,共产主义,a form of socialism that abolishes private ownership,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.000,0.600,0.400,,abolishes|ownership|socialism
7087,heap,n.,堆、许多、累积,bestow in large quantities,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.333,,bestow|quantities
7135,harass,v.,使困扰、使烦恼、折磨,annoy continually or chronically,postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,1.000,1.000,1.000,annoy|chronically|continually,annoy|chronically|continually
7184,hay,n.,干草,grass mowed and cured for use as fodder,cet4+cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,5,0.600,0.800,0.600,fodder|grass|mowed,cured|fodder|grass|mowed
7222,provocative,adj.,激发感情的、挑拨的、刺激的,"serving or tending to provoke, excite, or stimulate",cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.000,0.600,0.000,,excite|provoke|stimulate
7253,throne,n.,王座、君主,"the chair of state for a monarch, bishop, etc.",cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.200,0.600,0.400,etc,bishop|etc|monarch
7297,bleak,adj.,萧瑟的、荒凉的、阴冷的,unpleasantly cold and damp,cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,unpleasantly,damp|unpleasantly
7298,setback,n.,挫折、退步、逆流,an unfortunate happening that hinders or impedes,cet6+postgrad,P3,definition_too_advanced,0,0,1,4,0.250,0.750,0.500,impedes,hinders|impedes|unfortunate
7313,lily,n.,百合、百合花,any liliaceous plant of the genus Lilium having showy pendulous flowers,cet6,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,7,0.714,0.714,0.714,genus|liliaceous|lilium|pendulous|showy,genus|liliaceous|lilium|pendulous|showy
7328,ginger,n.,姜、精力、姜黄色,perennial plants having thick branching aromatic rhizomes and leafy reedlike stems,cet6,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,9,0.556,0.667,0.556,aromatic|leafy|perennial|reedlike|rhizomes,aromatic|leafy|perennial|reedlike|rhizomes|stems
7343,prosperous,adj.,成功的、繁盛的、幸运的,in fortunate circumstances financially,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,financially,financially|fortunate
7353,respectable,adj.,值得尊重的、人格高尚的、相当数量的,characterized by socially or conventionally acceptable morals,cet6,P3,definition_too_advanced,0,0,1,5,0.400,0.600,0.400,conventionally|socially,acceptable|conventionally|socially
7363,dispatch,v.,派遣,an official report (usually sent in haste),cet6,P2,pos_definition_conflict,0,1,0,5,0.000,0.200,0.200,,haste
7398,bully,n.,欺凌弱小者、土霸,a cruel and brutal fellow,postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,brutal|cruel
7410,plight,n.,困境、窘境,a solemn pledge of fidelity,postgrad,P3,definition_too_advanced,0,0,1,3,0.333,1.000,0.667,fidelity,fidelity|pledge|solemn
7451,impatient,adj.,不耐烦的、着急的、急切的,restless or short-tempered under delay or opposition,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.000,0.600,0.000,,delay|restless|tempered
7469,doom,n.,厄运、不幸、法律,an unpleasant or disastrous destiny,cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,1.000,0.000,,destiny|disastrous|unpleasant
7485,accidental,adj.,意外的、偶然的、非主要的,happening by chance or unexpectedly or unintentionally,cet4+cet6+postgrad,P3,high_outside_vocab_ratio,0,0,1,4,0.500,0.500,0.500,unexpectedly|unintentionally,unexpectedly|unintentionally
7487,lever,n.,杠杆、似杠杆之工具,a rigid bar pivoted about a fulcrum,cet4+cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,4,0.500,0.750,0.500,fulcrum|pivoted,fulcrum|pivoted|rigid
7508,diversion,n.,转移,an activity that diverts or amuses or stimulates,cet6+postgrad,P3,definition_too_advanced,0,0,1,4,0.000,0.750,0.250,,amuses|diverts|stimulates
7546,scrub,n.,用力擦洗、矮树、矮人,dense vegetation consisting of stunted trees or bushes,cet6,P3,definition_too_advanced,0,0,1,6,0.167,0.667,0.333,stunted,bushes|dense|stunted|vegetation
7548,stubborn,adj.,顽固的、不听话的、执拗的,tenaciously unwilling or marked by tenacious unwillingness to yield,cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,6,0.500,0.667,0.500,tenacious|tenaciously|unwillingness,tenacious|tenaciously|unwilling|unwillingness
7568,compliment,n.,称赞、恭维、敬意,a remark (or act) expressing praise and admiration,cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.000,0.600,0.000,,admiration|praise|remark
7598,oneself,pron.,自己、亲自,A reflexive form of the indefinite pronoun one.,cet4+postgrad,P2,definition_too_advanced|pos_definition_conflict,0,1,1,5,0.200,0.600,0.600,reflexive,indefinite|pronoun|reflexive
7619,paste,n.,面团、面食、浆糊,any mixture of a soft and malleable consistency,cet4+cet6+postgrad,P3,high_outside_vocab_ratio,0,0,1,4,0.500,0.500,0.500,consistency|malleable,consistency|malleable
7662,quantitative,adj.,数量的、定量的,expressible as a quantity or relating to or susceptible of measurement,cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.200,0.800,0.200,expressible,expressible|measurement|quantity|susceptible
7665,symphony,n.,交响乐、交响曲,a long and complex sonata for symphony orchestra,cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.200,0.600,0.200,sonata,orchestra|sonata|symphony
7682,kindness,n.,仁慈、亲切、和蔼,the quality of being warmhearted and considerate and humane and sympathetic,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.400,0.800,0.600,humane|warmhearted,considerate|humane|sympathetic|warmhearted
7683,repression,n.,抑制、压抑、制止,a state of forcible subjugation,postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,forcible|subjugation,forcible|subjugation
7712,foul,adj.,污秽的、邪恶的、恶臭的,an act that violates the rules of a sport,cet6+postgrad,P2,pos_definition_conflict,0,1,0,4,0.000,0.000,0.000,,
7735,spicy,adj.,香的、多香料的、辛辣的,having an agreeably pungent taste,postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,agreeably|pungent,agreeably|pungent
7741,pinch,n.,捏、拧、撮,a painful or straitened circumstance,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,straitened,painful|straitened
7744,orderly,adj.,有秩序的、整齐的、值班的,devoid of violence or disruption,cet4+cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,devoid|disruption,devoid|disruption
7818,nineteen,num.,十九、十九个,the cardinal number that is the sum of eighteen and one,cet4+postgrad,P3,definition_too_advanced,0,0,1,5,0.000,0.600,0.200,,cardinal|eighteen|sum
7824,compute,v.,计算、估算,make a mathematical calculation or computation,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,4,0.250,0.750,0.250,computation,calculation|computation|mathematical
7847,nickel,n.,镍、镍币、五分镍币,a hard malleable ductile silvery metallic element that is resistant to corrosion,cet6+postgrad,P3,definition_too_advanced,0,0,1,8,0.375,0.750,0.625,ductile|malleable|silvery,corrosion|ductile|malleable|metallic|resistant|silvery
7863,knob,n.,把手、瘤、旋钮,a circular rounded projection or protuberance,cet4+cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,4,0.750,1.000,0.750,projection|protuberance|rounded,circular|projection|protuberance|rounded
7890,radioactive,adj.,放射性的、有放射能的,exhibiting or caused by radioactivity,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.333,,exhibiting|radioactivity
7935,resonance,n.,共鸣、回声、反响,an excited state of a stable particle causing a sharp maximum in the probability of absorption of electromagnetic radiation,cet6,P3,definition_too_advanced,0,0,1,11,0.091,0.636,0.182,electromagnetic,absorption|electromagnetic|excited|maximum|particle|probability|radiation
7939,noodle,n.,面条、笨蛋,a ribbonlike strip of pasta,postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,pasta|ribbonlike,pasta|ribbonlike
7947,shaky,adj.,震动的、摇晃的、动摇的,vibrating slightly and irregularly,cet6,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.667,irregularly,irregularly|vibrating
7983,spinal,adj.,针的、尖刺的、尖刺状突起的,of or relating to the spine or spinal cord,cet6,P3,definition_too_advanced,0,0,1,4,0.000,0.750,0.000,,cord|spinal|spine
7992,latitude,n.,纬度、范围,the angular distance between an imaginary line around a heavenly body parallel to its equator and the equator itself,cet6+postgrad,P3,definition_too_advanced,0,0,1,10,0.200,0.600,0.400,angular|heavenly,angular|equator|heavenly|imaginary|parallel
7997,equate,v.,使相等、视为平等,"be equivalent or parallel, in mathematics",cet6,P3,definition_too_advanced,0,0,1,3,0.000,1.000,0.000,,equivalent|mathematics|parallel
8058,physiological,adj.,生理学的、生理学上的、生理机能的,of or relating to the biological study of physiology,cet6+postgrad,P3,high_outside_vocab_ratio,0,0,1,4,0.500,0.500,0.500,biological|physiology,biological|physiology
8068,biscuit,n.,饼干,small round bread leavened with baking-powder or soda,cet4+postgrad,P3,definition_too_advanced,0,0,1,7,0.429,0.714,0.429,bread|leavened|round,bread|leavened|powder|round|soda
8093,litter,n.,垃圾、杂乱、轿,the offspring at one birth of a multiparous mammal,cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.200,0.600,0.200,multiparous,mammal|multiparous|offspring
8112,jealousy,n.,妒忌、猜忌、羡慕,a feeling of jealous envy (especially of a rival),cet6,P3,definition_too_advanced,0,0,1,5,0.000,0.600,0.200,,envy|jealous|rival
8118,drastic,adj.,激烈的,forceful and extreme and rigorous,cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,forceful,forceful|rigorous
8121,farewell,n.,辞别、再见、再会,an acknowledgment or expression of goodwill at parting,cet4+cet6+postgrad,P3,high_outside_vocab_ratio,0,0,1,4,0.500,0.500,0.500,acknowledgment|goodwill,acknowledgment|goodwill
8129,advent,n.,来到、来临,arrival that has been awaited (especially of something momentous),postgrad,P3,definition_too_advanced,0,0,1,5,0.200,0.600,0.200,momentous,arrival|awaited|momentous
8181,porcelain,n.,瓷器、瓷,ceramic ware made of a more or less translucent ceramic,cet6+postgrad,P3,definition_too_advanced,0,0,1,6,0.167,0.667,0.333,translucent,ceramic|translucent|ware
8191,buzz,n.,嗡嗡声、流言,sound of rapid vibration,cet6,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,rapid|vibration
8248,bamboo,n.,竹子,the hard woody stems of bamboo plants,cet6,P3,definition_too_advanced,0,0,1,5,0.200,0.600,0.200,woody,bamboo|stems|woody
8293,vocational,adj.,职业的,of or relating to a vocation or occupation,cet6,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.333,,occupation|vocation
8294,cucumber,n.,黄瓜,a melon vine of the genus Cucumis,cet4+cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,4,0.500,1.000,0.750,cucumis|genus,cucumis|genus|melon|vine
8359,reed,n.,芦苇、芦笛、簧舌,tall woody perennial grasses with hollow slender stems especially of the genera Arundo and Phragmites,cet4+cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,11,0.545,0.818,0.545,arundo|genera|grasses|perennial|phragmites|woody,arundo|genera|grasses|hollow|perennial|phragmites|slender|stems|woody
8423,temperament,n.,气质、性格、性情,excessive emotionalism or irritability and excitability (especially when displayed openly),cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,7,0.571,0.714,0.571,emotionalism|excitability|irritability|openly,emotionalism|excessive|excitability|irritability|openly
8436,knit,v.,编织、结合,make (textiles) by knitting,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,knitting|textiles
8450,disruptive,adj.,分裂的、破坏(性)的,characterized by unrest or disorder or insubordination,cet6,P3,high_outside_vocab_ratio,0,0,1,4,0.500,0.500,0.500,insubordination|unrest,insubordination|unrest
8459,enclose,v.,围绕、圈起、放入封套,"close in; darkness enclosed him""",cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,darkness,darkness|enclosed
8466,irritate,v.,激怒、使发怒、使兴奋,"excite to an abnormal condition, or chafe or inflame",cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.400,0.800,0.400,chafe|inflame,abnormal|chafe|excite|inflame
8484,cock,n.,公鸡、雄禽、龙头,obscene terms for penis,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.667,penis,obscene|penis
8508,bitterly,adv.,怨恨地、悲痛地、残酷地,"with bitterness, in a resentful manner",cet4,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,resentful,bitterness|resentful
8530,dissatisfaction,n.,不满、不平,the feeling of being displeased and discontent,cet6,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.667,discontent,discontent|displeased
8531,silicon,n.,硅,a tetravalent nonmetallic element,cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,nonmetallic|tetravalent,nonmetallic|tetravalent
8591,hemisphere,n.,半球、地球的半面、大脑半球,half of the terrestrial globe,cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,terrestrial,globe|terrestrial
8650,crank,adj.,不稳的、脾气暴燥的、易怒的,a hand tool consisting of a rotating shaft with parallel handle,cet6,P2,pos_definition_conflict,0,1,0,7,0.000,0.429,0.000,,parallel|rotating|shaft
8653,spacious,adj.,广大的、宽广的,very large in expanse or scope,cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,expanse,expanse|scope
8659,relish,n.,滋味、风味、美味,spicy or savory condiment,postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,1.000,0.667,condiment|savory,condiment|savory|spicy
8674,mint,n.,薄荷、造币厂、巨额,any north temperate plant of the genus Mentha with aromatic leaves and small mauve flowers,cet6,P3,high_outside_vocab_ratio,0,0,1,10,0.500,0.500,0.500,aromatic|genus|mauve|mentha|temperate,aromatic|genus|mauve|mentha|temperate
8708,moss,n.,苔藓、泥沼,tiny leafy-stemmed flowerless plants,cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.400,0.600,0.400,flowerless|leafy,flowerless|leafy|stemmed
8736,semiconductor,n.,半导体,a substance as germanium or silicon whose electrical conductivity is intermediate between that of a metal and an insulator,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,8,0.250,0.750,0.375,conductivity|germanium,conductivity|electrical|germanium|insulator|intermediate|silicon
8740,dizzy,adj.,晕眩的、眼花缭乱的,having or causing a whirling sensation,cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,sensation|whirling
8748,purity,n.,纯净、纯正、纯粹,being undiluted or unmixed with extraneous material,cet4+cet6,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,4,0.750,0.750,0.750,extraneous|undiluted|unmixed,extraneous|undiluted|unmixed
8761,exterior,n.,外部、表面、外貌,situated in or suitable for the outdoors or outside of a building,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.000,0.600,0.200,,outdoors|situated|suitable
8874,muse,n.,沉思、冥想,in ancient Greek mythology any of 9 daughters of Zeus and Mnemosyne,cet6,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,6,0.500,0.667,0.500,mnemosyne|mythology|zeus,greek|mnemosyne|mythology|zeus
8937,rash,adj.,轻率的、匆忙的、鲁莽的,imprudently incurring risk,cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,imprudently,imprudently|incurring
8947,continental,adj.,大陆的、洲的,of or pertaining to or typical of Europe,cet6,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,europe|pertaining,europe|pertaining
8974,salute,v.,行礼、致意、问候,greet in a friendly way,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,friendly,friendly|greet
8994,interruption,n.,打扰、中断、障碍物,some abrupt occurrence that interrupts an ongoing activity,cet4+cet6,P3,definition_too_advanced,0,0,1,5,0.200,0.800,0.200,ongoing,abrupt|interrupts|occurrence|ongoing
9018,dismay,n.,沮丧,fill with apprehension or alarm,cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,apprehension,alarm|apprehension
9054,vegetarian,n.,素食者、食草动物,eater of fruits and grains and nuts,postgrad,P3,definition_too_advanced,0,0,1,4,0.250,0.750,0.250,eater,eater|grains|nuts
9064,luxurious,adj.,豪华的、奢侈的、放纵的,displaying luxury and furnishing gratification to the senses,cet6,P3,definition_too_advanced,0,0,1,5,0.200,0.600,0.200,gratification,furnishing|gratification|luxury
9082,tuberculosis,n.,肺结核,infection transmitted by inhalation or ingestion of tubercle bacilli and manifested in fever and small lesions (usually in the lungs but in various,cet6,P3,definition_too_advanced,0,0,1,13,0.385,0.692,0.385,bacilli|ingestion|inhalation|lesions|tubercle,bacilli|fever|ingestion|inhalation|lesions|lungs|manifested|transmitted|tubercle
9083,fluorescent,n.,荧光,a lighting fixture that uses a fluorescent lamp,cet6,P3,definition_too_advanced,0,0,1,5,0.000,0.600,0.000,,fixture|fluorescent|lamp
9095,chalk,n.,粉笔、白垩,a soft whitish calcite,cet4+cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,calcite|whitish,calcite|whitish
9115,fortress,n.,城堡、要塞,a fortified defensive structure,cet6,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,0.667,0.667,defensive|fortified,defensive|fortified
9160,console,v.,安慰、慰藉,a scientific instrument consisting of displays and an input device that an operator can use to monitor and control a system (especially a computer,cet6+postgrad,P2,pos_definition_conflict,0,1,0,13,0.000,0.154,0.000,,input|operator
9181,dread,n.,恐惧、可怕的人(或事),fearful expectation or anticipation,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,anticipation,anticipation|fearful
9185,chemist,n.,化学家、药剂师,a scientist who specializes in chemistry,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,chemistry|specializes
9205,energize,v.,使活跃、激励、供给...能量,cause to be alert and energetic,cet6,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,alert|energetic
9309,shriek,n.,尖锐的响声,utter a shrill cry,cet4+cet6,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.333,,shrill|utter
